product,process,eqp,cost,ct,oee,pass,option
Product_20,Clinching,Clincher_02,2.80,87.80,1.00,1.00,1.00
Product_19,Clinching,Clincher_02,1.80,87.80,1.00,1.00,1.00
Product_18,Clinching,Clincher_02,1.80,87.80,1.00,1.00,1.00
Product_12,Clinching,Clincher_02,2.40,28.60,1.00,1.00,1.00
Product_16,Clinching,Clincher_02,1.50,40.00,1.00,1.00,1.00
Product_15,Clinching,Clincher_02,1.50,40.00,1.00,1.00,1.00
Product_23,Clinching,Clincher_02,2.10,24.30,1.00,1.00,1.00
Product_24,Clinching,Clincher_02,2.10,24.30,1.00,1.00,1.00
Product_64,Clinching,Clincher_02,1.20,42.40,1.00,1.00,1.00
Product_65,Clinching,Clincher_02,1.20,42.40,1.00,1.00,1.00
Product_62,Clinching,Clincher_02,1.10,42.40,1.00,1.00,1.00
Product_63,Clinching,Clincher_02,1.10,42.40,1.00,1.00,1.00
Product_37,Clinching,Clincher_02,1.50,36.40,1.00,1.00,1.00
Product_69,Clinching,Clincher_02,2.40,28.10,1.00,1.00,1.00
Product_59,Clinching,Clincher_Subcon,2.80,90.00,1.00,1.00,99.00
Product_59,Testing,Tester_Subcon,5.80,32.00,1.00,1.00,99.00
Product_59,HeatStaking,HeatStake_Subcon,11.40,55.00,1.00,1.00,99.00
Product_59,Pressing,HydraulicPress_Subcon,2.00,420.00,1.00,1.00,99.00
Product_60,Clinching,Clincher_Subcon,2.80,90.00,1.00,1.00,99.00
Product_60,Testing,Tester_Subcon,5.80,32.00,1.00,1.00,99.00
Product_60,HeatStaking,HeatStake_Subcon,11.40,55.00,1.00,1.00,99.00
Product_60,Pressing,HydraulicPress_Subcon,2.00,420.00,1.00,1.00,99.00
Product_57,Clinching,Clincher_Subcon,2.80,60.00,1.00,1.00,99.00
Product_57,Testing,Tester_Subcon,5.00,41.00,1.00,1.00,99.00
Product_57,HeatStaking,HeatStake_Subcon,14.60,44.00,1.00,1.00,99.00
Product_57,Pressing,HydraulicPress_Subcon,1.20,270.00,1.00,1.00,99.00
Product_58,Clinching,Clincher_Subcon,2.80,60.00,1.00,1.00,99.00
Product_58,Testing,Tester_Subcon,5.00,41.00,1.00,1.00,99.00
Product_58,HeatStaking,HeatStake_Subcon,14.60,44.00,1.00,1.00,99.00
Product_58,Pressing,HydraulicPress_Subcon,1.20,270.00,1.00,1.00,99.00
Product_71,Clinching,Clincher_Subcon,5.40,94.70,1.00,1.00,99.00
Product_71,Testing,Tester_Subcon,5.20,36.00,1.00,1.00,99.00
Product_71,HeatStaking,HeatStake_Subcon,15.20,75.00,1.00,1.00,99.00
Product_71,Pressing,HydraulicPress_Subcon,3.40,248.30,1.00,1.00,99.00
Product_72,Clinching,Clincher_Subcon,5.40,94.70,1.00,1.00,99.00
Product_72,Testing,Tester_Subcon,5.20,36.00,1.00,1.00,99.00
Product_72,HeatStaking,HeatStake_Subcon,15.20,75.00,1.00,1.00,99.00
Product_72,Pressing,HydraulicPress_Subcon,3.40,248.30,1.00,1.00,99.00
Product_66,Clinching,Clincher_Subcon,2.40,128.60,1.00,1.00,99.00
Product_66,Testing,Tester_Subcon,2.40,42.00,1.00,1.00,99.00
Product_66,HeatStaking,HeatStake_Subcon,14.00,60.00,1.00,1.00,99.00
Product_66,Pressing,HydraulicPress_Subcon,0.80,300.00,1.00,1.00,99.00
Product_67,Clinching,Clincher_Subcon,2.40,128.60,1.00,1.00,99.00
Product_67,Testing,Tester_Subcon,2.40,42.00,1.00,1.00,99.00
Product_67,HeatStaking,HeatStake_Subcon,14.00,60.00,1.00,1.00,99.00
Product_67,Pressing,HydraulicPress_Subcon,0.80,300.00,1.00,1.00,99.00
Product_17,Clinching,Clincher_Subcon,4.60,20.30,1.00,1.00,99.00
Product_17,Testing,Tester_Subcon,2.20,12.30,1.00,1.00,99.00
Product_17,HeatStaking,HeatStake_Subcon,11.60,19.80,1.00,1.00,99.00
Product_17,Pressing,HydraulicPress_Subcon,2.00,7.20,1.00,1.00,99.00
Product_40,Clinching,Clincher_Subcon,3.00,240.00,1.00,1.00,99.00
Product_40,Testing,Tester_Subcon,4.60,30.50,1.00,1.00,99.00
Product_40,HeatStaking,HeatStake_Subcon,9.20,180.00,1.00,1.00,99.00
Product_40,Pressing,HydraulicPress_Subcon,1.00,446.90,1.00,1.00,99.00
Product_41,Clinching,Clincher_Subcon,3.00,240.00,1.00,1.00,99.00
Product_41,Testing,Tester_Subcon,4.60,30.50,1.00,1.00,99.00
Product_41,HeatStaking,HeatStake_Subcon,9.20,180.00,1.00,1.00,99.00
Product_41,Pressing,HydraulicPress_Subcon,1.00,446.90,1.00,1.00,99.00
Product_38,Clinching,Clincher_Subcon,3.00,240.00,1.00,1.00,99.00
Product_38,Testing,Tester_Subcon,5.20,30.50,1.00,1.00,99.00
Product_38,HeatStaking,HeatStake_Subcon,10.60,180.00,1.00,1.00,99.00
Product_38,Pressing,HydraulicPress_Subcon,1.60,446.90,1.00,1.00,99.00
Product_39,Clinching,Clincher_Subcon,3.00,240.00,1.00,1.00,99.00
Product_39,Testing,Tester_Subcon,5.20,30.50,1.00,1.00,99.00
Product_39,HeatStaking,HeatStake_Subcon,10.60,180.00,1.00,1.00,99.00
Product_39,Pressing,HydraulicPress_Subcon,1.60,446.90,1.00,1.00,99.00
Product_70,Clinching,Clincher_Subcon,3.60,26.10,1.00,1.00,99.00
Product_70,Testing,Tester_Subcon,2.20,22.00,1.00,1.00,99.00
Product_70,HeatStaking,HeatStake_Subcon,6.80,27.10,1.00,1.00,99.00
Product_70,Pressing,HydraulicPress_Subcon,4.00,24.80,1.00,1.00,99.00
Product_69,Clinching,Clincher_Subcon,4.80,28.10,1.00,1.00,99.00
Product_69,Testing,Tester_Subcon,3.60,22.00,1.00,1.00,99.00
Product_69,HeatStaking,HeatStake_Subcon,10.20,20.00,1.00,1.00,99.00
Product_69,Pressing,HydraulicPress_Subcon,3.40,24.80,1.00,1.00,99.00
Product_75,Clinching,Clincher_Subcon,4.80,10.00,1.00,1.00,99.00
Product_75,Testing,Tester_Subcon,3.80,30.00,1.00,1.00,99.00
Product_75,HeatStaking,HeatStake_Subcon,6.40,40.00,1.00,1.00,99.00
Product_75,Pressing,HydraulicPress_Subcon,3.20,74.50,1.00,1.00,99.00
Product_76,Clinching,Clincher_Subcon,4.80,10.00,1.00,1.00,99.00
Product_76,Testing,Tester_Subcon,3.80,30.00,1.00,1.00,99.00
Product_76,HeatStaking,HeatStake_Subcon,6.40,40.00,1.00,1.00,99.00
Product_76,Pressing,HydraulicPress_Subcon,3.20,74.50,1.00,1.00,99.00
Product_73,Clinching,Clincher_Subcon,4.80,40.00,1.00,1.00,99.00
Product_73,Testing,Tester_Subcon,5.20,30.00,1.00,1.00,99.00
Product_73,HeatStaking,HeatStake_Subcon,10.00,40.00,1.00,1.00,99.00
Product_73,Pressing,HydraulicPress_Subcon,2.60,198.60,1.00,1.00,99.00
Product_74,Clinching,Clincher_Subcon,4.80,40.00,1.00,1.00,99.00
Product_74,Testing,Tester_Subcon,5.20,30.00,1.00,1.00,99.00
Product_74,HeatStaking,HeatStake_Subcon,10.00,40.00,1.00,1.00,99.00
Product_74,Pressing,HydraulicPress_Subcon,2.60,198.60,1.00,1.00,99.00
Product_86,Clinching,Clincher_Subcon,4.40,59.00,1.00,1.00,99.00
Product_86,Testing,Tester_Subcon,5.40,40.00,1.00,1.00,99.00
Product_86,HeatStaking,HeatStake_Subcon,6.20,60.00,1.00,1.00,99.00
Product_86,Pressing,HydraulicPress_Subcon,2.20,24.80,1.00,1.00,99.00
Product_85,Clinching,Clincher_Subcon,4.40,59.00,1.00,1.00,99.00
Product_85,Testing,Tester_Subcon,5.40,40.00,1.00,1.00,99.00
Product_85,HeatStaking,HeatStake_Subcon,6.20,60.00,1.00,1.00,99.00
Product_85,Pressing,HydraulicPress_Subcon,2.20,24.80,1.00,1.00,99.00
Product_36,Clinching,Clincher_Subcon,2.80,40.90,1.00,1.00,99.00
Product_36,Testing,Tester_Subcon,4.60,90.00,1.00,1.00,99.00
Product_36,HeatStaking,HeatStake_Subcon,12.40,120.00,1.00,1.00,99.00
Product_36,Pressing,HydraulicPress_Subcon,1.00,149.00,1.00,1.00,99.00
Product_35,Clinching,Clincher_Subcon,3.60,189.50,1.00,1.00,99.00
Product_35,Testing,Tester_Subcon,4.80,90.00,1.00,1.00,99.00
Product_35,HeatStaking,HeatStake_Subcon,13.60,120.00,1.00,1.00,99.00
Product_35,Pressing,HydraulicPress_Subcon,0.80,223.40,1.00,1.00,99.00
Product_34,Clinching,Clincher_Subcon,3.60,189.50,1.00,1.00,99.00
Product_34,Testing,Tester_Subcon,4.80,90.00,1.00,1.00,99.00
Product_34,HeatStaking,HeatStake_Subcon,13.60,120.00,1.00,1.00,99.00
Product_34,Pressing,HydraulicPress_Subcon,0.80,223.40,1.00,1.00,99.00
Product_33,Clinching,Clincher_Subcon,3.60,189.50,1.00,1.00,99.00
Product_33,Testing,Tester_Subcon,3.20,90.00,1.00,1.00,99.00
Product_33,HeatStaking,HeatStake_Subcon,15.00,120.00,1.00,1.00,99.00
Product_33,Pressing,HydraulicPress_Subcon,1.40,223.40,1.00,1.00,99.00
Product_32,Clinching,Clincher_Subcon,3.60,189.50,1.00,1.00,99.00
Product_32,Testing,Tester_Subcon,3.20,90.00,1.00,1.00,99.00
Product_32,HeatStaking,HeatStake_Subcon,15.00,120.00,1.00,1.00,99.00
Product_32,Pressing,HydraulicPress_Subcon,1.40,223.40,1.00,1.00,99.00
Product_61,Clinching,Clincher_Subcon,6.00,28.60,1.00,1.00,99.00
Product_61,Testing,Tester_Subcon,4.80,22.00,1.00,1.00,99.00
Product_61,HeatStaking,HeatStake_Subcon,11.00,30.00,1.00,1.00,99.00
Product_61,Pressing,HydraulicPress_Subcon,1.60,24.80,1.00,1.00,99.00
Product_10,Clinching,Clincher_Subcon,3.20,100.00,1.00,1.00,99.00
Product_10,Testing,Tester_Subcon,6.00,30.00,1.00,1.00,99.00
Product_10,HeatStaking,HeatStake_Subcon,6.20,60.00,1.00,1.00,99.00
Product_10,Pressing,HydraulicPress_Subcon,2.60,273.10,1.00,1.00,99.00
Product_09,Clinching,Clincher_Subcon,3.20,100.00,1.00,1.00,99.00
Product_09,Testing,Tester_Subcon,6.00,30.00,1.00,1.00,99.00
Product_09,HeatStaking,HeatStake_Subcon,6.20,60.00,1.00,1.00,99.00
Product_09,Pressing,HydraulicPress_Subcon,2.60,273.10,1.00,1.00,99.00
Product_05,Testing,Tester_Subcon,3.20,27.10,1.00,1.00,99.00
Product_05,HeatStaking,HeatStake_Subcon,12.00,50.00,1.00,1.00,99.00
Product_06,Testing,Tester_Subcon,3.20,27.10,1.00,1.00,99.00
Product_06,HeatStaking,HeatStake_Subcon,12.00,50.00,1.00,1.00,99.00
Product_07,Testing,Tester_Subcon,6.00,27.10,1.00,1.00,99.00
Product_07,HeatStaking,HeatStake_Subcon,9.40,50.00,1.00,1.00,99.00
Product_08,Testing,Tester_Subcon,6.00,27.10,1.00,1.00,99.00
Product_08,HeatStaking,HeatStake_Subcon,9.40,50.00,1.00,1.00,99.00
Product_03,Testing,Tester_Subcon,4.40,52.90,1.00,1.00,99.00
Product_04,Testing,Tester_Subcon,4.40,52.90,1.00,1.00,99.00
Product_22,Clinching,Clincher_Subcon,5.40,124.10,1.00,1.00,99.00
Product_22,Testing,Tester_Subcon,6.00,30.00,1.00,1.00,99.00
Product_22,HeatStaking,HeatStake_Subcon,9.00,120.00,1.00,1.00,99.00
Product_22,Pressing,HydraulicPress_Subcon,3.00,372.40,1.00,1.00,99.00
Product_29,Clinching,Clincher_Subcon,5.80,59.00,1.00,1.00,99.00
Product_29,Testing,Tester_Subcon,5.20,40.00,1.00,1.00,99.00
Product_29,HeatStaking,HeatStake_Subcon,7.20,60.00,1.00,1.00,99.00
Product_29,Pressing,HydraulicPress_Subcon,2.40,24.80,1.00,1.00,99.00
Product_28,Clinching,Clincher_Subcon,5.80,59.00,1.00,1.00,99.00
Product_28,Testing,Tester_Subcon,2.40,40.00,1.00,1.00,99.00
Product_28,HeatStaking,HeatStake_Subcon,7.20,60.00,1.00,1.00,99.00
Product_28,Pressing,HydraulicPress_Subcon,2.40,24.80,1.00,1.00,99.00
Product_12,Clinching,Clincher_Subcon,4.80,28.60,1.00,1.00,99.00
Product_12,Testing,Tester_Subcon,5.20,22.00,1.00,1.00,99.00
Product_12,HeatStaking,HeatStake_Subcon,11.60,30.00,1.00,1.00,99.00
Product_12,Pressing,HydraulicPress_Subcon,1.20,24.80,1.00,1.00,99.00
Product_23,Clinching,Clincher_Subcon,4.20,24.30,1.00,1.00,99.00
Product_23,Testing,Tester_Subcon,2.40,38.70,1.00,1.00,99.00
Product_23,Pressing,HydraulicPress_Subcon,3.40,74.50,1.00,1.00,99.00
Product_24,Clinching,Clincher_Subcon,4.20,24.30,1.00,1.00,99.00
Product_24,Testing,Tester_Subcon,2.40,38.70,1.00,1.00,99.00
Product_24,Pressing,HydraulicPress_Subcon,3.40,74.50,1.00,1.00,99.00
Product_37,Clinching,Clincher_Subcon,3.00,36.40,1.00,1.00,99.00
Product_37,Testing,Tester_Subcon,4.60,22.00,1.00,1.00,99.00
Product_37,HeatStaking,HeatStake_Subcon,10.80,23.00,1.00,1.00,99.00
Product_37,Pressing,HydraulicPress_Subcon,0.60,24.80,1.00,1.00,99.00
Product_82,Clinching,Clincher_Subcon,4.60,56.30,1.00,1.00,99.00
Product_82,Pressing,HydraulicPress_Subcon,3.40,49.70,1.00,1.00,99.00
Product_81,Clinching,Clincher_Subcon,4.60,56.30,1.00,1.00,99.00
Product_81,Pressing,HydraulicPress_Subcon,3.40,49.70,1.00,1.00,99.00
Product_46,Clinching,Clincher_Subcon,4.60,40.00,1.00,1.00,99.00
Product_46,Pressing,HydraulicPress_Subcon,3.60,124.10,1.00,1.00,99.00
Product_45,Clinching,Clincher_Subcon,4.60,40.00,1.00,1.00,99.00
Product_45,Pressing,HydraulicPress_Subcon,3.60,124.10,1.00,1.00,99.00
Product_48,Clinching,Clincher_Subcon,4.40,40.00,1.00,1.00,99.00
Product_48,Pressing,HydraulicPress_Subcon,3.80,124.10,1.00,1.00,99.00
Product_47,Clinching,Clincher_Subcon,4.40,40.00,1.00,1.00,99.00
Product_47,Pressing,HydraulicPress_Subcon,3.80,124.10,1.00,1.00,99.00
Product_51,Clinching,Clincher_Subcon,2.60,34.00,1.00,1.00,99.00
Product_51,Pressing,HydraulicPress_Subcon,3.40,124.10,1.00,1.00,99.00
Product_52,Clinching,Clincher_Subcon,2.60,34.00,1.00,1.00,99.00
Product_52,Pressing,HydraulicPress_Subcon,3.40,124.10,1.00,1.00,99.00
Product_49,Clinching,Clincher_Subcon,2.40,34.00,1.00,1.00,99.00
Product_49,Pressing,HydraulicPress_Subcon,3.80,124.10,1.00,1.00,99.00
Product_50,Clinching,Clincher_Subcon,2.40,34.00,1.00,1.00,99.00
Product_50,Pressing,HydraulicPress_Subcon,3.80,124.10,1.00,1.00,99.00
Product_55,Clinching,Clincher_Subcon,5.60,40.90,1.00,1.00,99.00
Product_55,Pressing,HydraulicPress_Subcon,1.20,149.00,1.00,1.00,99.00
Product_56,Clinching,Clincher_Subcon,5.60,40.90,1.00,1.00,99.00
Product_56,Pressing,HydraulicPress_Subcon,1.20,149.00,1.00,1.00,99.00
Product_53,Clinching,Clincher_Subcon,5.60,40.90,1.00,1.00,99.00
Product_53,Pressing,HydraulicPress_Subcon,0.40,149.00,1.00,1.00,99.00
Product_54,Clinching,Clincher_Subcon,5.60,40.90,1.00,1.00,99.00
Product_54,Pressing,HydraulicPress_Subcon,0.40,149.00,1.00,1.00,99.00
Product_78,Clinching,Clincher_Subcon,3.40,52.90,1.00,1.00,99.00
Product_78,Pressing,HydraulicPress_Subcon,0.60,24.80,1.00,1.00,99.00
Product_83,Clinching,Clincher_Subcon,3.40,52.90,1.00,1.00,99.00
Product_83,Pressing,HydraulicPress_Subcon,0.60,24.80,1.00,1.00,99.00
Product_80,Clinching,Clincher_Subcon,5.80,128.60,1.00,1.00,99.00
Product_80,Pressing,HydraulicPress_Subcon,1.40,24.80,1.00,1.00,99.00
Product_87,Clinching,Clincher_Subcon,5.80,128.60,1.00,1.00,99.00
Product_87,Pressing,HydraulicPress_Subcon,1.40,24.80,1.00,1.00,99.00
Product_25,Clinching,Clincher_Subcon,4.80,41.40,1.00,1.00,99.00
Product_25,Pressing,HydraulicPress_Subcon,1.20,24.80,1.00,1.00,99.00
Product_14,Clinching,Clincher_Subcon,3.60,30.00,1.00,1.00,99.00
Product_14,Pressing,HydraulicPress_Subcon,0.60,24.80,1.00,1.00,99.00
Product_13,Clinching,Clincher_Subcon,3.60,30.00,1.00,1.00,99.00
Product_13,Pressing,HydraulicPress_Subcon,0.60,24.80,1.00,1.00,99.00
Product_79,Clinching,Clincher_Subcon,4.40,30.00,1.00,1.00,99.00
Product_79,Pressing,HydraulicPress_Subcon,3.60,49.70,1.00,1.00,99.00
Product_77,Clinching,Clincher_Subcon,4.40,30.00,1.00,1.00,99.00
Product_77,Pressing,HydraulicPress_Subcon,3.60,49.70,1.00,1.00,99.00
Product_11,Clinching,Clincher_Subcon,2.60,42.90,1.00,1.00,99.00
Product_11,Pressing,HydraulicPress_Subcon,2.20,24.80,1.00,1.00,99.00
Product_02,Clinching,Clincher_Subcon,5.40,54.50,1.00,1.00,99.00
Product_02,Pressing,HydraulicPress_Subcon,0.60,149.00,1.00,1.00,99.00
Product_01,Clinching,Clincher_Subcon,3.00,54.50,1.00,1.00,99.00
Product_01,Pressing,HydraulicPress_Subcon,1.00,49.70,1.00,1.00,99.00
Product_26,Clinching,Clincher_Subcon,5.40,40.00,1.00,1.00,99.00
Product_26,Pressing,HydraulicPress_Subcon,3.00,99.30,1.00,1.00,99.00
Product_27,Clinching,Clincher_Subcon,5.40,40.00,1.00,1.00,99.00
Product_27,Pressing,HydraulicPress_Subcon,3.00,99.30,1.00,1.00,99.00
Product_21,Clinching,Clincher_Subcon,5.60,87.80,1.00,1.00,99.00
Product_21,Pressing,HydraulicPress_Subcon,3.40,223.40,1.00,1.00,99.00
Product_20,Clinching,Clincher_Subcon,5.60,87.80,1.00,1.00,99.00
Product_20,Pressing,HydraulicPress_Subcon,3.40,223.40,1.00,1.00,99.00
Product_19,Clinching,Clincher_Subcon,3.60,87.80,1.00,1.00,99.00
Product_19,Pressing,HydraulicPress_Subcon,2.00,223.40,1.00,1.00,99.00
Product_18,Clinching,Clincher_Subcon,3.60,87.80,1.00,1.00,99.00
Product_18,Pressing,HydraulicPress_Subcon,2.00,223.40,1.00,1.00,99.00
Product_16,Clinching,Clincher_Subcon,3.00,40.00,1.00,1.00,99.00
Product_16,Pressing,HydraulicPress_Subcon,1.60,74.50,1.00,1.00,99.00
Product_15,Clinching,Clincher_Subcon,3.00,40.00,1.00,1.00,99.00
Product_15,Pressing,HydraulicPress_Subcon,1.60,74.50,1.00,1.00,99.00
Product_64,Clinching,Clincher_Subcon,2.40,42.40,1.00,1.00,99.00
Product_64,Pressing,HydraulicPress_Subcon,1.80,24.80,1.00,1.00,99.00
Product_65,Clinching,Clincher_Subcon,2.40,42.40,1.00,1.00,99.00
Product_65,Pressing,HydraulicPress_Subcon,1.80,24.80,1.00,1.00,99.00
Product_62,Clinching,Clincher_Subcon,2.20,42.40,1.00,1.00,99.00
Product_62,Pressing,HydraulicPress_Subcon,1.00,24.80,1.00,1.00,99.00
Product_63,Clinching,Clincher_Subcon,2.20,42.40,1.00,1.00,99.00
Product_63,Pressing,HydraulicPress_Subcon,1.00,24.80,1.00,1.00,99.00
